,Unnamed: 0,Unnamed: 0.1,Status,CRN,Type,Section,Time,Days,Location,Instructor,Course Number,Course Name,Number of Credits,geneds,loc,year,term,dept,YearTerm,Year,Term,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,GPA,size
16076,929716,929716,UNKNOWN,55548.0,Online Discussion,A,12:00 PM - 12:50 PM,R,,"Rodriguez Zas, S",INFO 491,Ugrad Bioinformatics Seminar,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/INFO/491.html,2021,spring,INFO,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16164,929804,929804,UNKNOWN,59667.0,Online Discussion,A,04:00 PM - 04:50 PM,R,,"Turk, M",INFO 500,Orientation Seminar,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/INFO/500.html,2021,spring,INFO,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16174,929814,929814,UNKNOWN,60303.0,Independent Study,,ARRANGED -,,,,INFO 510,Research Practicum,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/INFO/510.html,2021,spring,INFO,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16203,929843,929843,UNKNOWN,71940.0,Online,A1,11:00 AM - 12:20 PM,TR,,"Cienciala, P",GEOG 220,"Landscapes, Ecosystems and Environmental Change: Science and Management",3,['NST'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/220.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16205,929845,929845,UNKNOWN,61547.0,Online,A,09:00 AM - 10:50 AM,TR,,"Butcher, S",GEOG 455,Geog of Sub-Saharn Africa,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/455.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16216,929856,929856,UNKNOWN,33367.0,Online,A,01:00 PM - 02:50 PM,W,,"Rhoads, B",GEOG 491,Research in Geography,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/491.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16218,929858,929858,UNKNOWN,10239.0,Independent Study,,ARRANGED -,,,,GEOG 595,Advanced Studies in Geography,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/595.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16238,929878,929878,UNKNOWN,69837.0,Independent Study,,ARRANGED -,,,,GEOG 598,Graduate Capstone Project,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/598.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16244,929884,929884,UNKNOWN,53494.0,Online,A,01:00 PM - 02:50 PM,M,,"Brown, C",GEOG 482,Challenges of Sustainability,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/482.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16248,929888,929888,UNKNOWN,72495.0,Online,GIS,ARRANGED -,,,"Han, S",GEOG 517,Geospatial Visualization & Visual Analytics,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/517.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16250,929890,929890,UNKNOWN,44646.0,Online,A,09:30 AM - 10:50 AM,TR,,"Li, Z",GEOG 570,Advanced Spatial Analysis,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/570.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16252,929892,929892,UNKNOWN,40413.0,Online,A,02:00 PM - 04:50 PM,R,,"Wilson, D",GEOG 483,Urban Geography,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/483.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16254,929894,929894,UNKNOWN,65729.0,Lecture-Discussion,EH,01:00 PM - 02:50 PM,TR,2310 Newmark Civil Engineering Bldg,"Cienciala, PTinoco Lopez, R",GEOG 459,Ecohydraulics,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/459.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16269,929909,929909,UNKNOWN,72114.0,Online,NAA,11:00 AM - 01:50 PM,R,,"Alvarado, N",GEOG 495,Advanced Topics in Geography,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/495.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16271,929911,929911,UNKNOWN,61523.0,Online,A,11:00 AM - 12:20 PM,MW,,"Wang, T",GEOG 380,GIS II: Spatial Prob Solving,4,['QRB'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/380.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16274,929914,929914,UNKNOWN,51509.0,Online,A,02:00 PM - 02:50 PM,F,,"Best, J",GEOG 222,Big Rivers of the World,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/222.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16276,929916,929916,UNKNOWN,64794.0,Independent Study,INT,ARRANGED -,,,"McLafferty, S",GEOG 392,Geography & GIS Internship,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/392.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16284,929924,929924,UNKNOWN,72919.0,Online,ONL,ARRANGED -,,,"Minn, M",GEOG 403,Geographic Information Science and Systems,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/403.html,2021,spring,GEOG,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16308,929948,929948,UNKNOWN,60356.0,Online,A,09:00 AM - 11:50 AM,W,,"Kinderman, L",REHB 419,Counseling Psychology Pre-Practicum,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/REHB/419.html,2021,spring,REHB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16319,929959,929959,UNKNOWN,59679.0,Lecture-Discussion,B,02:00 PM - 03:20 PM,TR,122 Bevier Hall,"Morgan, E",AGCM 330,Environmental Communications,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AGCM/330.html,2021,spring,AGCM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16325,929965,929965,UNKNOWN,52700.0,Lecture-Discussion,A,09:30 AM - 10:50 AM,TR,132 Bevier Hall,"Cupps-Miller, H",AGCM 270,Ag Sales and Persuasive Communication,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AGCM/270.html,2021,spring,AGCM,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16329,929969,929969,UNKNOWN,46767.0,Studio,1,02:00 PM - 04:40 PM,TR,40 Art and Design Building,"Horan, E",ARTS 252,Making and Meaning,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/252.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16333,929973,929973,UNKNOWN,54721.0,Studio,1,01:00 PM - 03:40 PM,W,131 Flagg Hall,"Weaver, D",ARTS 449,Advanced Seminar in New Media,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/449.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16337,929977,929977,UNKNOWN,72416.0,Online Lab,1,04:00 PM - 06:40 PM,MW,,"Fein-Smolinski, R",ARTS 265,Photography II,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/265.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16339,929979,929979,UNKNOWN,30375.0,Studio,U1,09:00 AM - 11:40 AM,MW,89 Allen Residence Hall,"Wiesener, C",ARTS 210,Ceramics Sculpture I,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/210.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16341,929981,929981,UNKNOWN,72468.0,Studio,1,09:00 AM - 11:40 AM,MW,312 Art and Design Building,"Batten, L",ARTS 394,Special Topics in Photography,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/394.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16345,929985,929985,UNKNOWN,10364.0,Independent Study,,ARRANGED -,,,,ARTS 595,Graduate Laboratory,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/595.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16357,929997,929997,UNKNOWN,67434.0,Studio,G,09:30 AM - 12:10 PM,TR,22 Noble Hall,"Montgomery, G",ARTS 405,Special Topics in Printmaking,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/405.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16361,930001,930001,UNKNOWN,68893.0,Studio,1,09:30 AM - 12:10 PM,TR,216 Art and Design Building,"Bianchi Geisse, C",ARTS 243,Time Arts I,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/243.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16373,930013,930013,UNKNOWN,72445.0,Studio,1,05:00 PM - 07:40 PM,TR,224 Art and Design Building,"Xu, G",ARTS 365,Photography Workshop,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/365.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16377,930017,930017,UNKNOWN,69018.0,Online Lab,1,09:30 AM - 12:10 PM,TR,,"Meares, I",ARTS 381,Intermediate Sculpture,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/381.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16379,930019,930019,UNKNOWN,69017.0,Studio,1,04:00 PM - 06:40 PM,MW,330 Art and Design Building,"Segev, T",ARTS 354,Intermediate Painting,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/354.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16383,930023,930023,UNKNOWN,54739.0,Studio,1,04:00 PM - 06:40 PM,MW,331 Art and Design Building,"Bakker, C",ARTS 457,Art in Context,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/457.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16387,930027,930027,UNKNOWN,10363.0,Independent Study,,ARRANGED -,,,,ARTS 591,Graduate Studio,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/591.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16391,930031,930031,UNKNOWN,68895.0,Online Lab,1,02:00 PM - 04:40 PM,TR,,"Hodgin Jones, K",ARTS 244,Interaction I,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/244.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16395,930035,930035,UNKNOWN,72112.0,Online Lab,1,01:00 PM - 03:40 PM,MW,,"Vincenzi, C",ARTS 221,Fashion Illustration,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/221.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16397,930037,930037,UNKNOWN,46821.0,Studio,1,01:00 PM - 03:40 PM,MWF,122 Flagg Hall,"Fein-Smolinski, RSigna, S",ARTS 351,Intermediate Studio II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/351.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16401,930041,930041,UNKNOWN,30371.0,Online Lab,1,01:00 PM - 03:40 PM,MW,,"Theide, B",ARTS 230,Jewelry/Metals I,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/230.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16405,930045,930045,UNKNOWN,72498.0,Studio,1,01:00 PM - 03:40 PM,MW,128 Flagg Hall,"Batten, L",ARTS 461,Advanced Photography,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/461.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16411,930051,930051,UNKNOWN,41504.0,Studio,G,07:00 PM - 09:40 PM,MW,,"Hodgin Jones, K",ARTS 444,Interaction II,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/444.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16419,930059,930059,UNKNOWN,72432.0,Studio,1,02:00 PM - 04:40 PM,TR,316 Art and Design Building,"Xu, G",ARTS 367,RAW Photography,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/367.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16423,930063,930063,UNKNOWN,68885.0,Studio,2,01:00 PM - 03:40 PM,MW,9 Art and Design Building,"Hair, K",ARTS 205,Introduction to Printmaking,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/205.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16427,930067,930067,UNKNOWN,46765.0,Studio,1,05:00 PM - 07:40 PM,TR,219 Art and Design Building,"Foster, J",ARTS 250,Life Drawing,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/250.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16431,930071,930071,UNKNOWN,30723.0,Conference,1,05:00 PM - 07:40 PM,R,312 Art and Design Building,"Hogin, L",ARTS 392,Current Art Issues Seminar,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/392.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16437,930077,930077,UNKNOWN,68886.0,Online Lab,1,ARRANGED -,,,"Rohde, P",ARTS 251,Beginning Painting,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/251.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16439,930079,930079,UNKNOWN,72405.0,Studio,2,09:00 AM - 11:40 AM,MW,224 Art and Design Building,"Fein-Smolinski, R",ARTS 264,Basic Photography,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/264.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16451,930091,930091,UNKNOWN,68892.0,Studio,1,09:30 AM - 12:10 PM,TR,224 Art and Design Building,"Jones, C",ARTS 241,Image Practice,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/241.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16455,930095,930095,UNKNOWN,68891.0,Online Lab,1,09:00 AM - 11:40 AM,MW,,"Meares, I",ARTS 280,Beginning Sculpture,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/280.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16459,930099,930099,UNKNOWN,72400.0,Laboratory,1,09:30 AM - 12:10 PM,TR,315 Art and Design Building,"Vincenzi, C",ARTS 321,Sustainable Fashion Development and Branding,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/321.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16463,930103,930103,UNKNOWN,58727.0,Studio,G,09:00 AM - 11:40 AM,MW,331 Art and Design Building,"Weaver, D",ARTS 445,Special Topics in New Media,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/445.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16471,930111,930111,UNKNOWN,46823.0,Studio,1,01:00 PM - 03:40 PM,MWF,122 Flagg Hall,"Hammie, PSigna, S",ARTS 451,Advanced Studio II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTS/451.html,2021,spring,ARTS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16481,930121,930121,UNKNOWN,31895.0,Lecture-Discussion,A,ARRANGED -,,,"Sadler, R",EIL 214,TESL in the Elementary School,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EIL/214.html,2021,spring,EIL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16497,930137,930137,UNKNOWN,31910.0,Online Lecture,G4,09:30 AM - 10:50 AM,TR,,"Sadler, R",EIL 445,Second Lang Reading & Writing,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EIL/445.html,2021,spring,EIL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16501,930141,930141,UNKNOWN,41444.0,Lecture-Discussion,A,ARRANGED -,,,"Sadler, R",EIL 215,TESL in the Secondary School,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EIL/215.html,2021,spring,EIL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16503,930143,930143,UNKNOWN,72819.0,Online Lecture,LP,04:00 PM - 05:50 PM,MTWR,,"Atiles, AKing, EPierce, L",EIL 512,Practicum in Teaching ESL,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EIL/512.html,2021,spring,EIL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16526,930166,930166,UNKNOWN,10047.0,Independent Study,,ARRANGED -,,,,EPSY 491,Educational Psychology Field Instruction,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/491.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16528,930168,930168,UNKNOWN,66675.0,Online,A,02:00 PM - 03:20 PM,TR,,"Morrow, D",EPSY 546,Human Factors in Health Care Engineering Systems,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/546.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16536,930176,930176,UNKNOWN,44288.0,Online,A,10:00 AM - 11:50 AM,TR,,"Anderson, C",EPSY 587,Hierarchical Linear Models,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/587.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16538,930178,930178,UNKNOWN,72784.0,Online,SEM,10:00 AM - 11:20 AM,MW,,"Jiang, G",EPSY 579,Structural Equation Modeling,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/579.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16540,930180,930180,UNKNOWN,72149.0,Lecture-Discussion,A,02:00 PM - 05:00 PM,R,22 Education Building,"Perry, M",EPSY 535,Capstone: Issues in Professional Preparation,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/535.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16544,930184,930184,UNKNOWN,34360.0,Online,03,ARRANGED -,,,"Kinderman, L",EPSY 590,Advanced Seminar in Educational Psychology,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/590.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16597,930237,930237,UNKNOWN,43646.0,Online,A,09:00 AM - 11:50 AM,R,,"Neville, H",EPSY 515,Multicultural Counseling,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/515.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16599,930239,930239,UNKNOWN,10380.0,Independent Study,,ARRANGED -,,,,EPSY 591,Field Study and Thesis Seminar,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/591.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16612,930252,930252,UNKNOWN,62063.0,Online Lecture,A,02:00 PM - 04:50 PM,W,,"Rounds, J",EPSY 567,Personality Assessment,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/567.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16614,930254,930254,UNKNOWN,54341.0,Online,A,01:00 PM - 03:50 PM,W,,"Napolitano, C",EPSY 490,Developments in Educational Psychology,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/490.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16628,930268,930268,UNKNOWN,34324.0,Online,A,01:00 PM - 03:50 PM,W,,"Goodnight, M",EPSY 471,Introduction to Evaluation Methods,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/471.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16632,930272,930272,UNKNOWN,43649.0,Online,A,10:00 AM - 11:50 AM,W,,"Pomerantz, E",EPSY 530,Social Development,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/530.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16634,930274,930274,UNKNOWN,52611.0,Online,A,09:00 AM - 10:50 AM,TR,,"Kern, J",EPSY 586,Theories of Measurement II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/586.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16650,930290,930290,UNKNOWN,43784.0,Online,A,04:00 PM - 06:50 PM,R,,"Avent, C",EPSY 575,Mixed Method Inquiry,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/575.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16652,930292,930292,UNKNOWN,50841.0,Online Discussion,A10,12:00 PM - 01:50 PM,T,,"Carter, ALandrum-Brown, JMinarik, J",EPSY 203,Social Issues Group Dialogues,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/203.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16664,930304,930304,UNKNOWN,72157.0,Online,A,01:00 PM - 03:50 PM,T,,"Avent, C",EPSY 501,Evaluation in Society,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/501.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16674,930314,930314,UNKNOWN,34329.0,Online,A,09:00 AM - 11:50 AM,F,,"Khuri, M",EPSY 520,Counseling Psychology Practicum,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/520.html,2021,spring,EPSY,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16714,930354,930354,UNKNOWN,52001.0,Online,BJ,02:00 PM - 04:50 PM,R,,"Barley, WJackson, S",CMN 529,Seminar Communication Theory,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/529.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16722,930362,930362,UNKNOWN,50581.0,Internship,A,ARRANGED -,,,"Giorgio, G",CMN 204,Internship in Teaching Comm,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/204.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16812,930452,930452,UNKNOWN,50585.0,Lecture-Discussion,1,09:30 AM - 10:50 AM,TR,370 Armory,"Michael, M",CMN 211,Business and Professional Communication,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/211.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16894,930534,930534,UNKNOWN,59052.0,Independent Study,,ARRANGED -,,,,CMN 304,Communication Internship,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/304.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16914,930554,930554,UNKNOWN,72842.0,Online,BQ1,ARRANGED -,,,"Quick, B",CMN 508,Successful Health Campaigns,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/508.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16946,930586,930586,UNKNOWN,52002.0,Online,CF,02:00 PM - 04:50 PM,T,,"Finnegan, C",CMN 538,Seminar Rhetorical Theory,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/538.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16968,930608,930608,UNKNOWN,72843.0,Online,LW,ARRANGED -,,,"Weiner, L",CMN 575,Capstone Individual Study,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/575.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16970,930610,930610,UNKNOWN,50541.0,Online,B1,09:00 AM - 09:50 AM,MWF,,"Golding, W",CMN 112,Oral & Written Comm II,3,['C'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/112.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16988,930628,930628,UNKNOWN,50463.0,Online,A1,08:00 AM - 08:50 AM,MWF,,"Yan, J",CMN 101,Public Speaking,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/101.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
17139,930779,930779,UNKNOWN,68690.0,Online,1,09:00 AM - 09:50 AM,WF,,"Ditewig-Morris, K",CMN 215,Interviewing: The Art and Science of Effective Questioning,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/215.html,2021,spring,CMN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
17156,930796,930796,UNKNOWN,72954.0,Online Lab,GC,09:00 AM - 10:50 AM,W,,"Baquero Velasquez, AChowdhary, G",ABE 424,Principles of Mobile Robotics,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ABE/424.html,2021,spring,ABE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
17171,930811,930811,UNKNOWN,73002.0,Online Discussion,AM,03:00 PM - 03:50 PM,W,,"Memic, A",ABE 446,Biological Nanoengineering,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ABE/446.html,2021,spring,ABE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
17194,930834,930834,UNKNOWN,62504.0,Online,MCC,03:00 PM - 04:50 PM,TR,,"Chu, M",ABE 458,NPS Pollution Modeling,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ABE/458.html,2021,spring,ABE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
